timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,pos_x,pos_y,pos_z,yaw,pitch,roll_world,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage
0.010000,0.003,0.041979,0.041979,6.173,0.00,-0.000003,-0.013248,-0.000005,-0.028726,0.000,0.028,-2.117,-31.167,0.635,3.140136,-0.002980,-0.024249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.020000,0.002,0.034760,0.034760,6.173,2.00,0.004197,-0.010695,-0.000009,-0.024056,0.000,0.023,-2.117,-31.167,0.633,3.140321,-0.002412,-0.026860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.030000,0.002,0.023954,0.023954,6.173,3.60,0.007253,-0.007261,-0.000012,-0.016681,0.000,0.016,-2.117,-31.166,0.629,3.140239,-0.001654,-0.029467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.040000,0.001,0.008601,0.008601,6.173,4.88,0.008924,-0.002813,-0.000013,-0.005775,0.000,0.006,-2.117,-31.166,0.625,3.139835,-0.000682,-0.032064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.050000,-0.001,-0.011600,-0.011600,6.173,5.90,0.008892,0.002835,-0.000012,0.008777,-0.003,0.008,-2.117,-31.165,0.620,3.139031,0.000542,-0.034652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.060000,-0.002,-0.065714,-0.065714,6.173,6.72,0.006843,0.009875,-0.000009,0.055848,-0.002,0.044,-2.117,-31.165,0.614,3.137751,0.002053,-0.037230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.070000,-0.004,-0.080377,-0.080377,6.173,7.38,-0.000411,0.020209,0.000009,0.060159,-0.002,0.054,-2.117,-31.164,0.606,3.135214,0.004240,-0.039799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.080000,-0.007,-0.115140,-0.115140,6.173,7.90,-0.008408,0.031224,0.000018,0.083898,-0.001,0.077,-2.116,-31.164,0.598,3.132510,0.006560,-0.042369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.090000,-0.010,-0.155957,-0.155957,6.173,8.32,-0.019080,0.044077,0.000029,0.111850,0.001,0.104,-2.116,-31.163,0.589,3.129167,0.009247,-0.044944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.100000,-0.013,-0.204241,-0.204241,6.173,8.66,-0.032767,0.058986,0.000044,0.145212,0.002,0.136,-2.115,-31.163,0.579,3.125100,0.012340,-0.047530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.110000,-0.017,-0.242649,-0.242649,6.173,8.92,-0.049913,0.076238,0.000070,0.166340,0.004,0.162,-2.115,-31.162,0.568,3.120202,0.015894,-0.050139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.120000,-0.020,-0.277676,-0.277676,6.173,7.31,-0.069185,0.089710,0.000102,0.187864,0.007,0.185,-2.114,-31.160,0.566,3.116638,0.018703,-0.050662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.130000,-0.023,-0.300000,-0.300000,6.173,6.10,-0.090033,0.103986,0.000125,0.206650,0.010,0.200,-2.113,-31.157,0.566,3.112886,0.021702,-0.050341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.140000,-0.027,-0.300000,-0.300000,6.173,6.83,-0.111029,0.119702,0.000150,0.228399,0.013,0.200,-2.113,-31.152,0.568,3.109687,0.025056,-0.049887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.150000,-0.030,-0.300000,-0.300000,6.173,7.46,-0.129926,0.134160,0.000232,0.199140,0.017,0.200,-2.112,-31.147,0.569,3.107043,0.028175,-0.049036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.160000,-0.033,-0.300000,-0.300000,6.173,7.97,-0.146934,0.147353,0.000277,0.193404,0.020,0.200,-2.111,-31.142,0.570,3.104884,0.031038,-0.048226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.170000,-0.035,-0.300000,-0.300000,6.173,8.37,-0.162240,0.159318,0.000528,0.168896,0.023,0.200,-2.110,-31.137,0.571,3.103168,0.033646,-0.047580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.180000,-0.038,-0.292704,-0.292704,6.173,8.70,-0.176016,0.170095,0.001106,0.121503,0.027,0.195,-2.110,-31.132,0.572,3.101858,0.036004,-0.047104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.190000,-0.040,-0.249490,-0.249490,6.173,8.96,-0.187685,0.179258,0.001267,0.068965,0.030,0.166,-2.109,-31.126,0.573,3.101062,0.038023,-0.046762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.200000,-0.041,-0.241212,-0.241212,6.173,9.17,-0.193867,0.184579,0.001426,0.055208,0.033,0.161,-2.109,-31.120,0.574,3.101427,0.039236,-0.046481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
