timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020322,-0.020322,4.321,0.00,0.022083,0.020005,0.000000,0.000317,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.007,-2.617960
0.004000,-0.010,-0.021888,-0.021888,4.321,1.30,0.021236,0.020358,0.000030,0.001500,0.000,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.014,-2.617888
0.006000,-0.010,-0.027705,-0.027705,4.321,2.44,0.020373,0.020776,0.000038,0.006890,0.000,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.017,-2.617814
0.008000,-0.011,-0.030282,-0.030282,4.321,3.35,0.019412,0.021250,0.000063,0.008969,0.000,0.020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.019,-2.617730
0.010000,-0.011,-0.035577,-0.035577,4.321,4.08,0.018418,0.021775,0.000075,0.013728,0.010,0.024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.022,-2.617643
0.012000,-0.011,-0.039494,-0.039494,4.321,4.67,0.017338,0.022337,0.000092,0.017064,0.010,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617547
0.014000,-0.011,-0.045336,-0.045336,4.321,5.13,0.016202,0.022903,0.000102,0.022331,0.010,0.030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617447
0.016000,-0.012,-0.043561,-0.043561,4.321,5.51,0.014971,0.023476,0.000124,0.019961,0.011,0.029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617338
0.018000,-0.012,-0.046203,-0.046203,4.321,5.81,0.013800,0.024046,0.000141,0.022016,0.011,0.031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617234
0.020000,-0.012,-0.044974,-0.044974,4.321,6.04,0.012600,0.024619,0.000165,0.020191,0.011,0.030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617128
0.022000,-0.013,-0.047777,-0.047777,4.321,6.24,0.011449,0.025190,0.000177,0.022410,0.011,0.032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.617025
0.024000,-0.013,-0.045468,-0.045468,4.321,6.39,0.010264,0.025764,0.000198,0.019506,0.012,0.030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616920
