timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,pos_x,pos_y,pos_z,yaw,pitch,roll_world,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage
0.002000,-0.003,-0.013917,-0.013917,4.321,0.00,-0.003692,0.013867,0.000000,0.000049,0.000,0.009,-17.493,-18.633,0.360,3.137252,0.002771,-0.000487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.004000,-0.003,-0.015768,-0.015768,4.321,1.40,-0.003896,0.014230,0.000001,0.001537,0.000,0.011,-17.493,-18.633,0.360,3.137105,0.002842,-0.000846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.006000,-0.003,-0.018418,-0.018418,4.321,2.52,-0.004134,0.014623,0.000001,0.003794,0.000,0.012,-17.493,-18.633,0.359,3.136950,0.002919,-0.001203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.008000,-0.003,-0.019084,-0.019084,4.321,3.42,-0.004419,0.015054,0.000005,0.004024,0.000,0.013,-17.493,-18.633,0.359,3.136785,0.003003,-0.001560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.010000,-0.003,-0.021552,-0.021552,4.321,4.13,-0.004713,0.015499,0.000006,0.006047,0.003,0.014,-17.493,-18.633,0.359,3.136617,0.003090,-0.001916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.012000,-0.003,-0.024860,-0.024860,4.321,4.71,-0.005049,0.015979,0.000006,0.008874,0.003,0.017,-17.492,-18.633,0.359,3.136438,0.003184,-0.002273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.014000,-0.003,-0.026733,-0.026733,4.321,5.16,-0.005445,0.016505,0.000007,0.010221,0.003,0.018,-17.492,-18.633,0.358,3.136246,0.003287,-0.002629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.016000,-0.003,-0.025673,-0.025673,4.321,5.53,-0.005871,0.017058,0.000009,0.008606,0.003,0.017,-17.492,-18.633,0.358,3.136046,0.003395,-0.002985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.018000,-0.004,-0.028453,-0.028453,4.321,5.83,-0.006267,0.017600,0.000010,0.010843,0.003,0.019,-17.492,-18.633,0.358,3.135853,0.003501,-0.003341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.020000,-0.004,-0.030270,-0.030270,4.321,6.06,-0.006711,0.018180,0.000010,0.012079,0.003,0.020,-17.492,-18.633,0.357,3.135648,0.003614,-0.003697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.022000,-0.004,-0.031168,-0.031168,4.321,6.25,-0.007182,0.018786,0.000011,0.012371,0.003,0.021,-17.492,-18.632,0.357,3.135437,0.003732,-0.004052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.024000,-0.004,-0.029677,-0.029677,4.321,6.40,-0.007662,0.019405,0.000014,0.010259,0.003,0.020,-17.492,-18.632,0.356,3.135224,0.003853,-0.004408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.026000,-0.004,-0.032456,-0.032456,4.321,6.52,-0.008102,0.020007,0.000014,0.012434,0.004,0.022,-17.492,-18.632,0.356,3.135019,0.003970,-0.004763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.028000,-0.004,-0.034284,-0.034284,4.321,6.62,-0.008589,0.020647,0.000015,0.013623,0.004,0.023,-17.492,-18.632,0.355,3.134803,0.004095,-0.005118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.030000,-0.004,-0.035401,-0.035401,4.321,6.69,-0.009103,0.021311,0.000016,0.014074,0.004,0.024,-17.492,-18.632,0.354,3.134581,0.004224,-0.005472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.032000,-0.004,-0.033775,-0.033775,4.321,6.75,-0.009629,0.021991,0.000018,0.011766,0.004,0.023,-17.492,-18.632,0.354,3.134356,0.004356,-0.005827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.034000,-0.005,-0.036598,-0.036598,4.321,6.80,-0.010112,0.022652,0.000019,0.013927,0.004,0.024,-17.492,-18.632,0.353,3.134140,0.004485,-0.006181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.036000,-0.005,-0.039949,-0.039949,4.321,6.00,-0.010642,0.023623,0.000020,0.016305,0.004,0.027,-17.492,-18.632,0.353,3.133932,0.004678,-0.006179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.038000,-0.005,-0.042269,-0.042269,4.321,5.09,-0.011228,0.024631,0.000021,0.017617,0.004,0.028,-17.492,-18.632,0.352,3.133709,0.004879,-0.006022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.040000,-0.005,-0.040873,-0.040873,4.321,4.30,-0.011848,0.025666,0.000024,0.015183,0.004,0.027,-17.492,-18.631,0.352,3.133476,0.005087,-0.005766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.042000,-0.005,-0.045145,-0.045145,4.321,3.73,-0.012429,0.026678,0.000025,0.018442,0.005,0.030,-17.492,-18.631,0.352,3.133253,0.005290,-0.005447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.044000,-0.006,-0.048961,-0.048961,4.321,3.42,-0.013083,0.027766,0.000026,0.021169,0.005,0.033,-17.492,-18.631,0.351,3.133014,0.005510,-0.005089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.046000,-0.006,-0.051217,-0.051217,4.321,3.39,-0.013801,0.028931,0.000027,0.022259,0.005,0.034,-17.492,-18.630,0.351,3.132763,0.005745,-0.004713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.048000,-0.006,-0.048868,-0.048868,4.321,3.63,-0.014549,0.030151,0.000031,0.018686,0.005,0.033,-17.492,-18.630,0.351,3.132509,0.005991,-0.004334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
