timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage
0.002000,-0.010,-0.019958,-0.019958,3.086,0.00,0.022108,0.019894,0.000000,0.000063,0.000,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.004000,-0.010,-0.021434,-0.021434,3.086,1.00,0.021267,0.020157,0.000001,0.001276,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.006000,-0.010,-0.023445,-0.023445,3.086,1.80,0.020413,0.020423,0.000002,0.003020,0.000,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.008000,-0.010,-0.023860,-0.023860,3.086,2.44,0.019536,0.020696,0.000013,0.003151,0.000,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.010000,-0.010,-0.024480,-0.024480,3.086,2.95,0.018668,0.020968,0.000017,0.003495,0.010,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.012000,-0.011,-0.026475,-0.026475,3.086,3.36,0.017805,0.021240,0.000018,0.005218,0.010,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.014000,-0.011,-0.027397,-0.027397,3.086,3.69,0.016919,0.021519,0.000018,0.005860,0.010,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.016000,-0.011,-0.026126,-0.026126,3.086,3.95,0.016033,0.021798,0.000027,0.004301,0.010,0.017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.018000,-0.011,-0.026700,-0.026700,3.086,4.16,0.015190,0.022069,0.000030,0.004601,0.010,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.020000,-0.011,-0.028271,-0.028271,3.086,4.33,0.014352,0.022339,0.000031,0.005902,0.011,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.022000,-0.011,-0.028559,-0.028559,3.086,4.46,0.013500,0.022613,0.000032,0.005914,0.011,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.024000,-0.011,-0.027168,-0.027168,3.086,4.57,0.012658,0.022886,0.000040,0.004241,0.011,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.026000,-0.012,-0.027882,-0.027882,3.086,4.66,0.011862,0.023149,0.000043,0.004690,0.011,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.028000,-0.012,-0.029317,-0.029317,3.086,4.73,0.011067,0.023413,0.000044,0.005861,0.011,0.020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.030000,-0.012,-0.029675,-0.029675,3.086,4.78,0.010259,0.023680,0.000045,0.005949,0.011,0.020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.032000,-0.012,-0.028314,-0.028314,3.086,4.82,0.009461,0.023947,0.000055,0.004312,0.011,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.034000,-0.012,-0.028967,-0.028967,3.086,4.86,0.008705,0.024204,0.000057,0.004706,0.012,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.036000,-0.012,-0.032446,-0.032446,3.086,4.89,0.007952,0.024462,0.000058,0.007926,0.012,0.022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.038000,-0.012,-0.035850,-0.035850,3.086,4.91,0.007144,0.024734,0.000058,0.011058,0.012,0.024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.040000,-0.013,-0.034698,-0.034698,3.086,4.93,0.006284,0.025020,0.000064,0.009614,0.012,0.023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.042000,-0.013,-0.038328,-0.038328,3.086,4.94,0.005464,0.025297,0.000065,0.012966,0.012,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.044000,-0.013,-0.042268,-0.042268,3.086,4.95,0.004588,0.025589,0.000065,0.016614,0.012,0.028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.046000,-0.013,-0.044259,-0.044259,3.086,4.96,0.003651,0.025898,0.000066,0.018296,0.012,0.030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.048000,-0.013,-0.040208,-0.040208,3.086,4.97,0.002693,0.026212,0.000071,0.013924,0.013,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.050000,-0.013,-0.040854,-0.040854,3.086,4.98,0.001835,0.026503,0.000074,0.014277,0.013,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.052000,-0.013,-0.037842,-0.037842,3.086,4.98,0.000981,0.026794,0.000275,0.010773,0.013,0.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.054000,-0.014,-0.036917,-0.036917,3.086,4.98,0.000205,0.027067,0.000275,0.009574,0.013,0.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.056000,-0.014,-0.031763,-0.031763,3.086,4.99,-0.000538,0.027333,0.000293,0.004137,0.013,0.021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
