timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020408,-0.020408,4.321,0.00,0.022083,0.020007,0.000000,0.000400,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.012,-2.617962
0.004000,-0.010,-0.026726,-0.026726,4.321,1.31,0.021234,0.020367,0.000006,0.006353,0.000,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.024,-2.617892
0.006000,-0.010,-0.030604,-0.030604,4.321,2.44,0.020275,0.020797,0.000019,0.009787,0.000,0.020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.029,-2.617812
0.008000,-0.011,-0.033530,-0.033530,4.321,3.36,0.019257,0.021282,0.000040,0.012208,0.000,0.022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.033,-2.617727
0.010000,-0.011,-0.038470,-0.038470,4.321,4.08,0.018202,0.021820,0.000054,0.016595,0.010,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.038,-2.617638
0.012000,-0.011,-0.049259,-0.049259,4.321,4.67,0.017068,0.022395,0.000060,0.026804,0.010,0.033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.040,-2.617542
0.014000,-0.011,-0.047057,-0.047057,4.321,5.13,0.015742,0.022980,0.000081,0.023996,0.010,0.031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617429
0.016000,-0.012,-0.050362,-0.050362,4.321,5.51,0.014486,0.023561,0.000092,0.026708,0.011,0.034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617322
0.018000,-0.012,-0.054752,-0.054752,4.321,5.81,0.013189,0.024146,0.000104,0.030502,0.011,0.037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617212
0.020000,-0.012,-0.054974,-0.054974,4.321,6.04,0.011830,0.024734,0.000122,0.030118,0.011,0.037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617096
