timestamp,roll_angle,steering_output,target_speed,p_term,i_term,d_term,error,stability_factor
0.005000,0.002,-0.007167,4.939,-0.000783,-0.000007,-0.006377,0.000,0.022
0.010000,-0.003,0.037809,4.700,0.001282,-0.000003,0.036530,0.000,0.118
0.015000,-0.013,0.169849,3.670,0.005140,0.000009,0.164700,0.000,0.531
0.020000,-0.008,0.117856,4.075,0.003294,0.000018,0.114544,0.000,0.368
0.025000,0.036,-0.320000,2.997,-0.014256,-0.000016,-0.439780,-0.002,1.000
0.030000,0.049,-0.320000,2.997,-0.019525,-0.000074,-0.566942,0.003,1.000
0.035000,0.063,-0.320000,2.997,-0.025381,-0.000132,-0.798956,0.013,1.000
0.040000,0.086,-0.320000,2.997,-0.034481,-0.000189,-1.346601,0.008,1.000
0.045000,0.044,-0.320000,2.997,-0.017781,-0.000227,-0.723895,-0.036,1.000
0.050000,0.047,-0.217298,3.299,-0.018611,-0.000268,-0.198419,-0.049,0.679
0.055000,0.006,0.320000,2.997,-0.002488,-0.000273,0.464912,-0.063,1.000
0.060000,-0.034,0.320000,2.997,0.013542,-0.000252,1.420539,-0.086,1.000
0.065000,-0.106,0.320000,2.997,0.042513,-0.000164,2.884871,-0.044,1.000
0.070000,-0.140,0.320000,2.997,0.056096,-0.000048,2.805080,-0.047,1.000
0.075000,-0.153,0.320000,2.997,0.061018,0.000043,3.082135,-0.006,1.000
0.080000,-0.211,0.320000,2.997,0.084514,0.000167,3.758524,0.034,1.000
0.085000,-0.220,0.320000,2.997,0.088125,0.000347,3.124485,0.106,1.000
0.090000,-0.212,0.320000,2.997,0.084831,0.000474,1.914906,0.140,1.000
0.095000,-0.167,0.320000,2.997,0.066709,0.000573,0.508731,0.153,1.000
0.100000,-0.143,0.147675,3.843,0.057210,0.002800,0.087665,0.000,0.461
0.105000,-0.043,-0.320000,2.997,0.017210,0.002818,-2.836312,0.000,1.000
0.110000,0.057,-0.320000,2.997,-0.022790,0.002796,-6.038019,0.000,1.000
0.115000,0.157,-0.320000,2.997,-0.062790,0.002738,-9.262093,0.000,1.000
0.120000,0.257,-0.320000,2.997,-0.102790,0.002642,-12.458683,0.143,1.000
