timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage
0.010000,0.004,0.008730,0.008730,6.000,0.00,-0.000003,-0.008730,0.000000,-0.000000,0.000,0.006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.020000,0.004,0.008222,0.008222,6.000,1.94,0.000873,-0.008222,0.000000,-0.000000,0.000,0.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.030000,0.004,0.007664,0.007664,6.000,3.50,0.001608,-0.007664,0.000000,-0.000000,0.000,0.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.040000,0.004,0.007059,0.007059,6.000,4.74,0.002214,-0.007059,0.000000,-0.000000,0.000,0.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.050000,0.003,0.006410,0.006410,6.000,5.74,0.002698,-0.006410,0.000000,-0.000000,-0.004,0.004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.060000,0.003,0.005721,0.005721,6.000,6.53,0.003069,-0.005721,0.000000,0.000000,-0.004,0.004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.070000,0.002,0.004995,0.004995,6.000,7.17,0.003334,-0.004995,0.000000,0.000000,-0.004,0.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.080000,0.002,0.004234,0.004234,6.000,7.68,0.003501,-0.004234,0.000000,0.000000,-0.004,0.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.090000,0.002,0.003707,0.003707,6.000,6.14,0.003574,-0.003707,0.000000,0.000000,-0.003,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
0.100000,0.002,0.003222,0.003222,6.000,4.85,0.003587,-0.003222,0.000000,0.000000,-0.003,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00
