timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020456,-0.020456,4.321,0.00,0.022083,0.020005,0.000000,0.000451,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.007,-2.617960
0.004000,-0.010,-0.021967,-0.021967,4.321,1.30,0.021233,0.020358,0.000032,0.001577,0.000,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.014,-2.617888
0.006000,-0.010,-0.024609,-0.024609,4.321,2.44,0.020369,0.020777,0.000052,0.003781,0.000,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.017,-2.617813
0.008000,-0.011,-0.028574,-0.028574,4.321,3.35,0.019470,0.021246,0.000066,0.007261,0.000,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.019,-2.617735
0.010000,-0.011,-0.031252,-0.031252,4.321,4.08,0.018509,0.021770,0.000093,0.009389,0.010,0.021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.022,-2.617650
0.012000,-0.011,-0.037602,-0.037602,4.321,4.67,0.017514,0.022328,0.000103,0.015171,0.010,0.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.023,-2.617562
0.014000,-0.011,-0.040189,-0.040189,4.321,5.13,0.016411,0.022892,0.000123,0.017174,0.010,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617465
0.016000,-0.012,-0.041030,-0.041030,4.321,5.51,0.015279,0.023459,0.000151,0.017420,0.011,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617365
0.018000,-0.012,-0.039437,-0.039437,4.321,5.81,0.014153,0.024026,0.000204,0.015207,0.011,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617265
0.020000,-0.012,-0.045265,-0.045265,4.321,6.04,0.013081,0.024592,0.000214,0.020460,0.011,0.030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617169
