timestamp,roll_angle,steering_output,target_speed,p_term,i_term,d_term,error,stability_factor
0.005000,-0.002,0.006007,4.948,0.000948,0.000013,0.005046,0.000,0.019
0.010000,0.009,-0.251133,3.035,-0.003455,0.000009,-0.247687,0.000,0.785
0.015000,0.020,-0.320000,2.997,-0.008022,-0.000013,-0.374444,0.000,1.000
0.020000,-0.002,-0.134545,3.945,0.000744,-0.000011,-0.135278,0.000,0.420
0.025000,-0.048,0.320000,2.997,0.019140,0.000038,0.403766,0.002,1.000
0.030000,-0.080,0.320000,2.997,0.031881,0.000125,0.748048,-0.009,1.000
0.035000,-0.093,0.320000,2.997,0.037105,0.000226,1.144913,-0.020,1.000
0.040000,-0.134,0.320000,2.997,0.053619,0.000408,1.636804,0.002,1.000
0.045000,-0.112,0.320000,2.997,0.044957,0.000482,1.004015,0.048,1.000
0.050000,-0.104,0.320000,2.997,0.041756,0.000571,0.352162,0.080,1.000
0.055000,-0.043,-0.320000,2.997,0.017246,0.000608,-0.865688,0.093,1.000
0.060000,-0.016,-0.320000,2.997,0.006424,0.000621,-1.388140,0.134,1.000
0.065000,0.039,-0.320000,2.997,-0.015716,0.000586,-2.491905,0.112,1.000
0.070000,0.095,-0.320000,2.997,-0.038055,0.000524,-3.120191,0.104,1.000
0.075000,0.140,-0.320000,2.997,-0.056153,0.000435,-3.867837,0.043,1.000
0.080000,0.192,-0.320000,2.997,-0.076611,0.000315,-3.980373,0.016,1.000
0.085000,0.227,-0.320000,2.997,-0.090633,0.000171,-4.261389,-0.039,1.000
0.090000,0.249,-0.320000,2.997,-0.099672,0.000052,-4.093161,-0.095,1.000
0.095000,0.245,-0.320000,2.997,-0.097934,-0.000106,-2.990575,-0.140,1.000
0.100000,0.231,-0.224924,3.240,-0.092256,-0.005000,-0.127668,0.000,0.703
0.105000,0.142,0.320000,2.997,-0.056971,-0.005096,1.440117,0.000,1.000
0.110000,0.045,0.320000,2.997,-0.018126,-0.005107,6.428701,0.000,1.000
0.115000,-0.055,0.320000,2.997,0.021874,-0.005096,12.316827,0.000,1.000
0.120000,-0.155,0.320000,2.997,0.061874,-0.005032,15.239379,-0.231,1.000
0.125000,-0.255,0.320000,2.997,0.101874,-0.004926,18.240610,-0.142,1.000
0.130000,-0.350,0.320000,2.997,0.140110,-0.004781,19.448910,-0.045,1.000
0.135000,-0.373,0.320000,2.997,0.149261,-0.004631,15.142249,0.055,1.000
0.140000,-0.365,0.320000,2.997,0.145864,-0.004486,8.997287,0.155,1.000
0.145000,-0.307,0.320000,2.997,0.122810,-0.004364,4.342212,0.255,1.000
0.150000,-0.257,0.320000,2.997,0.102951,-0.004113,0.856856,0.350,1.000
0.155000,-0.157,-0.320000,2.997,0.062951,-0.004048,-4.824799,0.373,1.000
0.160000,-0.057,-0.320000,2.997,0.022951,-0.004012,-7.404855,0.365,1.000
0.165000,0.043,-0.320000,2.997,-0.017049,-0.004039,-9.041958,0.307,1.000
0.170000,0.143,-0.320000,2.997,-0.057049,-0.004133,-9.127067,0.257,1.000
0.175000,0.243,-0.320000,2.997,-0.097049,-0.004293,-10.335111,0.157,1.000
0.180000,0.343,-0.320000,2.997,-0.137049,-0.004517,-9.263843,0.057,1.000
0.185000,0.443,-0.320000,2.997,-0.177049,-0.004994,-8.479502,-0.043,1.000
0.190000,0.484,-0.320000,2.997,-0.193664,-0.005346,-7.270065,-0.143,1.000
0.195000,0.443,-0.320000,2.997,-0.177391,-0.005678,-4.799601,-0.243,1.000
0.200000,0.389,-0.309384,2.997,-0.155572,-0.012880,-0.140931,0.000,0.967
0.205000,0.298,0.320000,2.997,-0.119058,-0.013083,1.464800,0.000,1.000
0.210000,0.211,0.320000,2.997,-0.084471,-0.013252,2.760855,0.000,1.000
0.215000,0.111,0.320000,2.997,-0.044471,-0.013448,3.440511,0.000,1.000
0.220000,0.011,0.320000,2.997,-0.004471,-0.013456,5.316684,-0.389,1.000
0.225000,-0.089,0.320000,2.997,0.035529,-0.013359,6.564014,-0.298,1.000
0.230000,-0.189,0.320000,2.997,0.075529,-0.013150,6.038585,-0.211,1.000
0.235000,-0.289,0.320000,2.997,0.115529,-0.012897,6.112393,-0.111,1.000
0.240000,-0.380,0.320000,2.997,0.152114,-0.012465,6.400755,-0.011,1.000
0.245000,-0.358,0.320000,2.997,0.143275,-0.012144,4.228824,0.089,1.000
0.250000,-0.322,0.320000,2.997,0.128866,-0.011792,2.727593,0.189,1.000
0.255000,-0.240,0.320000,2.997,0.096031,-0.011478,0.892686,0.289,1.000
0.260000,-0.158,-0.320000,2.997,0.063175,-0.011262,-1.196848,0.380,1.000
0.265000,-0.058,-0.320000,2.997,0.023175,-0.011198,-3.248095,0.358,1.000
0.270000,0.042,-0.320000,2.997,-0.016825,-0.011252,-3.881703,0.322,1.000
0.275000,0.142,-0.320000,2.997,-0.056825,-0.011438,-4.403742,0.240,1.000
0.280000,0.242,-0.320000,2.997,-0.096825,-0.011938,-4.230364,0.158,1.000
0.285000,0.342,-0.320000,2.997,-0.136825,-0.012075,-6.501720,0.058,1.000
0.290000,0.442,-0.320000,2.997,-0.176825,-0.012737,-6.219667,-0.042,1.000
0.295000,0.451,-0.320000,2.997,-0.180395,-0.013402,-5.362935,-0.142,1.000
0.300000,0.434,-0.289926,2.997,-0.173599,-0.024656,-0.091671,0.000,0.906
0.305000,0.355,0.320000,2.997,-0.142031,-0.025164,0.569943,0.000,1.000
0.310000,0.273,0.320000,2.997,-0.109323,-0.025587,1.203644,0.000,1.000
0.315000,0.173,0.320000,2.997,-0.069323,-0.025817,2.108075,0.000,1.000
0.320000,0.073,0.320000,2.997,-0.029323,-0.025916,3.000401,-0.434,1.000
0.325000,-0.027,0.320000,2.997,0.010677,-0.025884,4.087758,-0.355,1.000
0.330000,-0.127,0.320000,2.997,0.050677,-0.025723,4.371027,-0.273,1.000
0.335000,-0.227,0.320000,2.997,0.090677,-0.025435,4.682058,-0.173,1.000
0.340000,-0.299,0.320000,2.997,0.119610,-0.025024,4.409093,-0.073,1.000
0.345000,-0.294,0.320000,2.997,0.117768,-0.024706,3.465557,0.027,1.000
0.350000,-0.280,0.320000,2.997,0.111926,-0.024410,2.304321,0.127,1.000
0.355000,-0.207,0.320000,2.997,0.082940,-0.024196,0.517158,0.227,1.000
0.360000,-0.114,-0.320000,2.997,0.045556,-0.024071,-1.450858,0.299,1.000
0.365000,-0.014,-0.320000,2.997,0.005556,-0.024058,-3.340714,0.294,1.000
0.370000,0.086,-0.320000,2.997,-0.034444,-0.024131,-4.700273,0.280,1.000
0.375000,0.186,-0.320000,2.997,-0.074444,-0.024327,-5.673027,0.207,1.000
0.380000,0.286,-0.320000,2.997,-0.114444,-0.024565,-6.276876,0.114,1.000
