timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020437,-0.020437,4.321,0.00,0.022083,0.020008,0.000000,0.000429,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.012,-2.617962
0.004000,-0.010,-0.023668,-0.023668,4.321,1.31,0.021233,0.020368,0.000013,0.003287,0.000,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.024,-2.617891
0.006000,-0.010,-0.034079,-0.034079,4.321,2.44,0.020335,0.020796,0.000017,0.013265,0.000,0.023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.029,-2.617816
0.008000,-0.011,-0.037972,-0.037972,4.321,3.36,0.019247,0.021286,0.000033,0.016653,0.000,0.025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.034,-2.617725
0.010000,-0.011,-0.042445,-0.042445,4.321,4.08,0.018103,0.021830,0.000048,0.020567,0.010,0.028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.038,-2.617629
0.012000,-0.011,-0.059304,-0.059304,4.321,4.67,0.016892,0.022411,0.000052,0.036841,0.010,0.040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617526
0.014000,-0.012,-0.061156,-0.061156,4.321,5.13,0.015369,0.023007,0.000068,0.038080,0.010,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.042,-2.617397
0.016000,-0.012,-0.056820,-0.056820,4.321,5.51,0.013838,0.023605,0.000083,0.033133,0.011,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.042,-2.617267
0.018000,-0.012,-0.061207,-0.061207,4.321,5.81,0.012425,0.024199,0.000093,0.036916,0.011,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617146
0.020000,-0.012,-0.064097,-0.064097,4.321,6.04,0.010952,0.024796,0.000104,0.039196,0.011,0.043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.042,-2.617021
0.022000,-0.013,-0.057409,-0.057409,4.321,6.24,0.009451,0.025395,0.000113,0.031901,0.012,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.326,0.042,-2.616892
0.024000,-0.013,-0.058470,-0.058470,4.321,6.39,0.008114,0.025988,0.000130,0.032353,0.012,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.326,0.041,-2.616778
0.026000,-0.013,-0.059078,-0.059078,4.321,6.51,0.006782,0.026581,0.000145,0.032352,0.012,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.326,0.041,-2.616663
0.028000,-0.014,-0.057208,-0.057208,4.321,6.61,0.005465,0.027175,0.000162,0.029871,0.012,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.616550
0.030000,-0.014,-0.057726,-0.057726,4.321,6.69,0.004212,0.027766,0.000176,0.029785,0.013,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.616442
0.032000,-0.014,-0.051399,-0.051399,4.321,6.75,0.002973,0.028357,0.000210,0.022832,0.013,0.034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.616335
0.034000,-0.014,-0.053867,-0.053867,4.321,6.80,0.001885,0.028942,0.000223,0.024702,0.013,0.036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.040,-2.616241
0.036000,-0.015,-0.063045,-0.063045,4.321,6.84,0.000770,0.029529,0.000230,0.033287,0.014,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.040,-2.616143
0.038000,-0.015,-0.064055,-0.064055,4.321,6.87,-0.000506,0.030125,0.000247,0.033683,0.014,0.043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.616033
0.040000,-0.015,-0.063028,-0.063028,4.321,6.90,-0.001777,0.030722,0.000268,0.032039,0.014,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.615922
0.042000,-0.016,-0.068286,-0.068286,4.321,6.92,-0.003002,0.031317,0.000281,0.036688,0.014,0.046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.615816
0.044000,-0.016,-0.068692,-0.068692,4.321,6.93,-0.004308,0.031918,0.000296,0.036478,0.015,0.046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.615702
0.046000,-0.016,-0.065678,-0.065678,4.321,6.95,-0.005595,0.032518,0.000306,0.032853,0.015,0.044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.041,-2.615590
0.048000,-0.017,-0.069391,-0.069391,4.321,6.96,-0.006797,0.033115,0.000318,0.035957,0.015,0.046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.041,-2.615484
0.050000,-0.017,-0.070725,-0.070725,4.321,6.97,-0.008049,0.033716,0.000338,0.036672,0.016,0.047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.041,-2.615375
0.052000,-0.017,-0.065016,-0.065016,4.321,6.97,-0.009302,0.034317,0.000966,0.029732,0.016,0.043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.041,-2.615265
0.054000,-0.017,-0.067378,-0.067378,4.321,6.98,-0.010417,0.034913,0.000979,0.031485,0.016,0.045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.040,-2.615166
0.056000,-0.018,-0.061862,-0.061862,4.321,6.98,-0.011556,0.035511,0.001007,0.025345,0.017,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.040,-2.615066
0.058000,-0.018,-0.057437,-0.057437,4.321,6.99,-0.012562,0.036103,0.001041,0.020293,0.017,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.040,-2.614976
0.060000,-0.018,-0.064627,-0.032313,4.321,6.99,-0.013460,0.036690,0.001050,0.026887,0.017,0.043,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.324,0.040,-2.614895
0.062000,-0.019,-0.075349,-0.037674,4.321,6.99,-0.013902,0.037255,0.001060,0.037033,0.017,0.050,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.324,0.039,-2.614852
0.064000,-0.019,-0.071580,-0.035790,4.321,6.99,-0.014377,0.037823,0.001090,0.032666,0.018,0.048,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.324,0.039,-2.614806
0.066000,-0.019,-0.070473,-0.035237,4.321,6.99,-0.014805,0.038390,0.001141,0.030943,0.018,0.047,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.324,0.039,-2.614764
0.068000,-0.019,-0.075955,-0.037978,4.321,7.00,-0.015214,0.038956,0.001155,0.035845,0.018,0.051,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.323,0.039,-2.614723
0.070000,-0.020,-0.068470,-0.034235,4.321,7.00,-0.015669,0.039525,0.001185,0.027760,0.019,0.046,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.323,0.039,-2.614678
0.072000,-0.020,-0.065723,-0.032862,4.321,7.00,-0.016041,0.040091,0.001202,0.024431,0.019,0.044,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.323,0.039,-2.614640
0.074000,-0.020,-0.069175,-0.034588,4.321,7.00,-0.016377,0.040655,0.001219,0.027301,0.019,0.046,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.166,-46.323,0.039,-2.614605
0.076000,-0.021,-0.070579,-0.035290,4.321,7.00,-0.016741,0.041222,0.001259,0.028098,0.019,0.047,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.323,0.039,-2.614568
0.078000,-0.021,-0.069384,-0.034692,4.321,7.00,-0.017112,0.041790,0.001278,0.026315,0.020,0.046,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.323,0.039,-2.614529
0.080000,-0.021,-0.069836,-0.034918,4.321,5.78,-0.017464,0.042160,0.001299,0.026377,0.020,0.047,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.323,0.079,-2.614501
0.082000,-0.021,-0.061138,-0.030569,4.321,4.69,-0.017813,0.041990,0.001322,0.017826,0.020,0.041,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.323,0.147,-2.614470
0.084000,-0.021,-0.041579,-0.020789,4.321,3.75,-0.018068,0.041426,0.001331,-0.001178,0.021,0.028,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.322,0.206,-2.614444
0.086000,-0.020,-0.019524,-0.009762,4.321,2.97,-0.018123,0.040589,0.001340,-0.022405,0.021,0.013,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.322,0.257,-2.614430
0.088000,-0.020,-0.005267,-0.002634,4.321,2.33,-0.017956,0.039581,0.001369,-0.035683,0.021,0.004,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.167,-46.322,0.302,-2.614431
0.090000,-0.019,0.013870,0.006935,4.321,1.82,-0.017650,0.038486,0.001383,-0.053740,0.021,0.009,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.168,-46.322,0.342,-2.614440
0.092000,-0.019,0.023728,0.011864,4.321,1.43,-0.017158,0.037358,0.001404,-0.062489,0.021,0.016,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.168,-46.321,0.378,-2.614464
0.094000,-0.018,0.031405,0.015702,4.321,1.18,-0.016578,0.036295,0.001414,-0.069114,0.020,0.021,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.168,-46.321,0.409,-2.614513
0.096000,-0.018,0.019359,0.009680,4.321,1.15,-0.015932,0.035318,0.001446,-0.056123,0.020,0.013,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.168,-46.320,0.434,-2.614588
0.098000,-0.017,0.018572,0.009286,4.321,1.38,-0.015420,0.034437,0.001475,-0.054484,0.019,0.012,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.169,-46.320,0.453,-2.614667
0.100000,-0.017,-0.034252,-0.017126,4.321,1.85,-0.014926,0.033648,0.000000,0.000605,0.000,0.023,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.169,-46.319,0.469,-2.614758
0.102000,-0.016,-0.033369,-0.016684,4.321,2.55,-0.014889,0.032972,0.000246,0.000151,0.000,0.022,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.169,-46.319,0.484,-2.614825
0.104000,-0.016,-0.023998,-0.011999,4.321,3.44,-0.014924,0.032377,0.000257,-0.008636,0.000,0.016,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.170,-46.318,0.496,-2.614895
0.106000,-0.016,-0.019573,-0.009787,4.321,4.15,-0.014866,0.031797,0.000280,-0.012504,0.000,0.013,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.170,-46.318,0.508,-2.614980
0.108000,-0.016,-0.015606,-0.007803,4.321,4.72,-0.014764,0.031232,0.000306,-0.015933,0.017,0.010,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.171,-46.317,0.519,-2.615075
0.110000,-0.015,-0.000023,-0.000011,4.321,5.18,-0.014625,0.030683,0.000312,-0.030972,0.016,0.000,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.171,-46.316,0.528,-2.615178
0.112000,-0.015,0.003601,0.001800,4.321,5.54,-0.014333,0.030143,0.000335,-0.034079,0.016,0.002,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.172,-46.316,0.538,-2.615299
0.114000,-0.015,0.005519,0.002760,4.321,5.83,-0.014010,0.029620,0.000342,-0.035482,0.016,0.004,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.07,0.173,-46.315,0.547,-2.615428
