timestamp,roll_angle,steering_output,final_steer,target_speed,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage
0.002000,-0.023,-0.002298,-0.002298,4.995,0.002298,0.000000,0.000000,0.000,0.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.004000,0.005,0.000533,0.000533,4.995,-0.000533,0.000000,-0.000000,0.000,0.001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.006000,0.010,0.001007,0.001007,4.995,-0.001007,0.000000,-0.000000,0.000,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.008000,0.013,0.001328,0.001328,4.995,-0.001328,0.000000,-0.000000,0.000,0.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.010000,0.018,0.001777,0.001777,4.995,-0.001777,0.000000,-0.000000,0.023,0.004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.012000,-0.010,-0.001003,-0.001003,4.995,0.001003,0.000000,0.000000,-0.005,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.014000,0.035,0.003488,0.003488,4.995,-0.003488,0.000000,0.000000,-0.010,0.007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.016000,0.010,0.001011,0.001011,4.995,-0.001011,0.000000,0.000000,-0.013,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.018000,0.022,0.002164,0.002164,4.995,-0.002164,0.000000,0.000000,-0.018,0.004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.020000,0.019,0.001853,0.001853,4.995,-0.001853,0.000000,0.000000,0.010,0.004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.022000,0.015,0.001512,0.001512,4.995,-0.001512,0.000000,-0.000000,-0.035,0.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.024000,0.011,0.001121,0.001121,4.995,-0.001121,0.000000,0.000000,-0.010,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.026000,0.008,0.000807,0.000807,4.995,-0.000807,0.000000,0.000000,-0.022,0.002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.028000,0.024,0.002416,0.002416,4.995,-0.002416,0.000000,0.000000,-0.019,0.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.030000,0.023,0.002266,0.002266,4.995,-0.002266,0.000000,0.000000,-0.015,0.005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.032000,0.034,0.003417,0.003417,4.995,-0.003417,0.000000,-0.000000,-0.011,0.007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.034000,0.014,0.001373,0.001373,4.995,-0.001373,0.000000,0.000000,-0.008,0.003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.036000,0.035,0.003477,0.003477,4.995,-0.003477,0.000000,-0.000000,-0.024,0.007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.038000,0.034,0.003421,0.003421,4.995,-0.003421,0.000000,-0.000000,-0.023,0.007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.040000,0.038,0.003846,0.003846,4.995,-0.003846,0.000000,-0.000000,-0.034,0.008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.042000,0.049,0.004945,0.004945,4.995,-0.004945,0.000000,-0.000000,-0.014,0.010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.044000,0.031,0.003068,0.003068,4.995,-0.003068,0.000000,-0.000000,-0.035,0.006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.046000,0.046,0.004615,0.004615,4.995,-0.004615,0.000000,-0.000000,-0.034,0.009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.048000,0.048,0.004757,0.004757,4.995,-0.004757,0.000000,-0.000000,-0.038,0.010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.050000,0.058,0.005770,0.005770,4.995,-0.005770,0.000000,-0.000000,-0.049,0.012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00
0.052000,0.061,0.006096,0.034355,2.997,-0.006096,0.000000,-0.000000,-0.031,0.012,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.054000,0.057,0.005678,0.034230,2.997,-0.005678,0.000000,-0.000000,-0.046,0.011,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.056000,0.069,0.006875,0.034589,2.997,-0.006875,0.000000,-0.000000,-0.048,0.014,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.058000,0.068,0.006767,0.034557,2.997,-0.006767,0.000000,-0.000000,-0.058,0.014,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.060000,0.078,0.007754,0.034853,2.997,-0.007754,0.000000,-0.000000,-0.061,0.016,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.062000,0.053,0.005304,0.034118,2.997,-0.005304,0.000000,0.000000,-0.057,0.011,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.064000,0.057,0.005691,0.034234,2.997,-0.005691,0.000000,0.000000,-0.069,0.011,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.066000,0.085,0.008544,0.035090,2.997,-0.008544,0.000000,-0.000000,-0.068,0.017,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
0.068000,0.085,0.008543,0.035089,2.997,-0.008543,0.000000,-0.000000,-0.078,0.017,-0.049711,0.092933,0.000000,-0.099422,0.000000,0.243299,1,51.93
