timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020107,-0.020107,4.321,0.00,0.022083,0.020008,0.000000,0.000099,0.000,0.013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.012,-2.617962
0.004000,-0.010,-0.022659,-0.022659,4.321,1.31,0.021240,0.020368,0.000017,0.002275,0.000,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.024,-2.617892
0.006000,-0.010,-0.027202,-0.027202,4.321,2.44,0.020362,0.020795,0.000028,0.006379,0.000,0.018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.029,-2.617819
0.008000,-0.011,-0.028669,-0.028669,4.321,3.36,0.019411,0.021278,0.000083,0.007309,0.000,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.033,-2.617739
0.010000,-0.011,-0.035072,-0.035072,4.321,4.08,0.018449,0.021813,0.000093,0.013166,0.010,0.023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.038,-2.617657
0.012000,-0.011,-0.039936,-0.039936,4.321,4.67,0.017379,0.022386,0.000108,0.017443,0.010,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617566
0.014000,-0.011,-0.041750,-0.041750,4.321,5.13,0.016233,0.022964,0.000127,0.018658,0.010,0.028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617469
0.016000,-0.012,-0.043224,-0.043224,4.321,5.51,0.015073,0.023544,0.000141,0.019540,0.011,0.029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617370
0.018000,-0.012,-0.048145,-0.048145,4.321,5.81,0.013907,0.024124,0.000154,0.023867,0.011,0.032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617270
0.020000,-0.012,-0.054116,-0.054116,4.321,6.04,0.012666,0.024710,0.000161,0.029246,0.011,0.036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.041,-2.617164
