timestamp,roll_angle,steering_output,final_steer,target_speed,actual_speed_kmh,actual_handlebar_angle,p_term,i_term,d_term,error,stability_factor,vision_error,vision_steer_command,vision_speed_command,vision_p_term,vision_i_term,vision_d_term,vision_active,vision_mask_coverage,x,y,v,yaw
0.002000,-0.010,-0.020386,-0.020386,4.321,0.00,0.022083,0.020005,0.000000,0.000382,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.327,0.007,-2.617960
0.004000,-0.010,-0.021125,-0.021125,4.321,1.30,0.021234,0.020358,0.000158,0.000609,0.000,0.014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.014,-2.617888
0.006000,-0.010,-0.021993,-0.021993,4.321,2.44,0.020387,0.020775,0.000298,0.000920,0.000,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.017,-2.617815
0.008000,-0.011,-0.022920,-0.022920,4.321,3.35,0.019540,0.021242,0.000470,0.001209,0.000,0.015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.019,-2.617741
0.010000,-0.011,-0.024371,-0.024371,4.321,4.08,0.018690,0.021759,0.000534,0.002078,0.010,0.016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.022,-2.617666
0.012000,-0.011,-0.029131,-0.029131,4.321,4.67,0.017829,0.022310,0.000548,0.006273,0.010,0.019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.023,-2.617589
0.014000,-0.011,-0.032365,-0.032365,4.321,5.13,0.016890,0.022865,0.000570,0.008931,0.010,0.022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.023,-2.617506
0.016000,-0.012,-0.035686,-0.035686,4.321,5.51,0.015905,0.023423,0.000591,0.011672,0.011,0.024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.023,-2.617418
0.018000,-0.012,-0.039425,-0.039425,4.321,5.81,0.014873,0.023985,0.000611,0.014829,0.011,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.023,-2.617326
0.020000,-0.012,-0.049118,-0.049118,4.321,6.04,0.013787,0.024552,0.000618,0.023949,0.011,0.033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.164,-46.326,0.024,-2.617230
0.022000,-0.013,-0.048861,-0.048861,4.321,6.24,0.012529,0.025128,0.000637,0.023095,0.011,0.033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.617118
0.024000,-0.013,-0.051315,-0.051315,4.321,6.39,0.011302,0.025704,0.000653,0.024958,0.012,0.034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.617009
0.026000,-0.013,-0.061933,-0.061933,4.321,6.51,0.010049,0.026283,0.000659,0.034992,0.012,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616897
0.028000,-0.013,-0.062490,-0.062490,4.321,6.61,0.008610,0.026873,0.000682,0.034936,0.012,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616770
0.030000,-0.014,-0.063634,-0.063634,4.321,6.69,0.007188,0.027463,0.000690,0.035482,0.013,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616643
0.032000,-0.014,-0.063246,-0.063246,4.321,6.75,0.005771,0.028053,0.000720,0.034472,0.013,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616517
0.034000,-0.014,-0.062351,-0.062351,4.321,6.80,0.004391,0.028643,0.000746,0.032961,0.013,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616394
0.036000,-0.015,-0.061298,-0.061298,4.321,6.84,0.003056,0.029231,0.000754,0.031313,0.013,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.325,0.024,-2.616274
0.038000,-0.015,-0.062380,-0.062380,4.321,6.87,0.001769,0.029818,0.000776,0.031786,0.014,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.324,0.024,-2.616159
0.040000,-0.015,-0.057173,-0.057173,4.321,6.90,0.000486,0.030405,0.000795,0.025973,0.014,0.038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.324,0.024,-2.616044
0.042000,-0.015,-0.059989,-0.059989,4.321,6.92,-0.000667,0.030986,0.000814,0.028189,0.014,0.040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.324,0.024,-2.615939
0.044000,-0.016,-0.058431,-0.058431,4.321,6.93,-0.001854,0.031570,0.000905,0.025956,0.015,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.165,-46.324,0.024,-2.615832
0.046000,-0.016,-0.055354,-0.055354,4.321,6.95,-0.002985,0.032152,0.000918,0.022285,0.015,0.037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.023,-2.615729
0.048000,-0.016,-0.055254,-0.055254,4.321,6.96,-0.004033,0.032730,0.000948,0.021577,0.015,0.037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.023,-2.615633
0.050000,-0.017,-0.054591,-0.054591,4.321,6.97,-0.005057,0.033308,0.000975,0.020308,0.015,0.036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.023,-2.615539
0.052000,-0.017,-0.050962,-0.050962,4.321,6.97,-0.006048,0.033884,0.001522,0.015555,0.016,0.034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.324,0.023,-2.615448
0.054000,-0.017,-0.054275,-0.054275,4.321,6.98,-0.006946,0.034457,0.001549,0.018269,0.016,0.036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.323,0.023,-2.615365
0.056000,-0.018,-0.049971,-0.049971,4.321,6.98,-0.007893,0.035033,0.001584,0.013354,0.016,0.033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.323,0.023,-2.615277
0.058000,-0.018,-0.050922,-0.050922,4.321,6.99,-0.008734,0.035604,0.001613,0.013704,0.017,0.034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.00,0.166,-46.323,0.023,-2.615198
0.060000,-0.018,-0.050547,-0.025274,4.321,6.99,-0.009578,0.036177,0.001655,0.012715,0.017,0.034,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.166,-46.323,0.023,-2.615119
0.062000,-0.018,-0.055633,-0.027816,4.321,6.99,-0.009969,0.036724,0.001677,0.017232,0.017,0.037,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.166,-46.323,0.023,-2.615078
0.064000,-0.019,-0.054818,-0.027409,4.321,6.99,-0.010326,0.037271,0.001721,0.015826,0.018,0.037,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.166,-46.323,0.023,-2.615040
0.066000,-0.019,-0.056075,-0.028037,4.321,6.99,-0.010667,0.037818,0.001750,0.016507,0.018,0.037,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.166,-46.323,0.023,-2.615003
0.068000,-0.019,-0.059094,-0.029547,4.321,7.00,-0.011015,0.038365,0.001768,0.018961,0.018,0.039,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.166,-46.323,0.023,-2.614966
0.070000,-0.019,-0.060256,-0.030128,4.321,7.00,-0.011385,0.038915,0.001803,0.019538,0.018,0.040,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.166,-46.322,0.023,-2.614926
0.072000,-0.020,-0.059197,-0.029599,4.321,7.00,-0.011760,0.039466,0.001839,0.017892,0.019,0.039,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.023,-2.614886
0.074000,-0.020,-0.059114,-0.029557,4.321,7.00,-0.012117,0.040017,0.001907,0.017189,0.019,0.039,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.023,-2.614847
0.076000,-0.020,-0.057481,-0.028740,4.321,7.00,-0.012466,0.040568,0.001996,0.014917,0.019,0.038,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.023,-2.614809
0.078000,-0.021,-0.053966,-0.026983,4.321,7.00,-0.012791,0.041119,0.002058,0.010790,0.019,0.036,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.023,-2.614773
0.080000,-0.021,-0.055781,-0.027891,4.321,7.00,-0.013075,0.041668,0.002084,0.012029,0.020,0.037,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.023,-2.614740
0.082000,-0.021,-0.053373,-0.026687,4.321,5.68,-0.013372,0.041774,0.002130,0.009470,0.020,0.036,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.058,-2.614719
0.084000,-0.021,-0.048232,-0.024116,4.321,4.50,-0.013638,0.041373,0.002156,0.004704,0.020,0.032,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.100,-2.614695
0.086000,-0.020,-0.033575,-0.016788,4.321,3.48,-0.013848,0.040559,0.002169,-0.009152,0.021,0.022,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.137,-2.614671
0.088000,-0.020,-0.013009,-0.006504,4.321,2.59,-0.013907,0.039419,0.002182,-0.028591,0.021,0.009,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.170,-2.614655
0.090000,-0.019,0.008684,0.004342,4.321,1.83,-0.013759,0.038035,0.002198,-0.048918,0.021,0.006,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.200,-2.614653
0.092000,-0.018,0.034899,0.017449,4.321,1.21,-0.013397,0.036484,0.002210,-0.073592,0.021,0.023,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.228,-2.614663
0.094000,-0.017,0.070355,0.035177,4.321,0.70,-0.012780,0.034824,0.002218,-0.107396,0.020,0.047,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.252,-2.614689
0.096000,-0.017,0.084912,0.042456,4.321,0.29,-0.011822,0.033100,0.002229,-0.120241,0.020,0.057,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.275,-2.614740
0.098000,-0.016,0.084504,0.042252,4.321,-0.01,-0.010736,0.031364,0.002246,-0.118114,0.019,0.056,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.322,0.297,-2.614800
0.100000,-0.015,-0.030125,-0.015062,4.321,-0.22,-0.009676,0.029687,0.000000,0.000438,0.000,0.020,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.321,0.316,-2.614868
0.102000,-0.014,-0.027377,-0.013688,4.321,-0.30,-0.009063,0.028142,0.000159,-0.000925,0.000,0.018,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.321,0.334,-2.614920
0.104000,-0.013,-0.011998,-0.005999,4.321,-0.21,-0.008895,0.026729,0.000173,-0.014904,0.000,0.008,0.057813,0.000000,0.000000,0.115625,0.000000,-0.282949,1,1.06,0.167,-46.321,0.349,-2.614953
