timestamp,roll_angle,steering_output,target_speed,p_term,i_term,d_term,error,stability_factor
0.005000,0.000,0.000000,5.000,0.000000,0.000000,0.000000,0.000,0.000
0.010000,45.000,-0.300000,3.000,-0.022500,-0.030195,-4023.845215,0.000,0.938
0.015000,45.000,-0.300000,3.000,-0.022500,-0.075609,-4023.845215,0.000,0.938
0.020000,45.000,-0.300000,3.000,-0.022500,-0.120915,-4023.845215,0.000,0.938
0.025000,45.000,-0.300000,3.000,-0.022500,-0.172269,-4023.845215,0.000,0.938
0.030000,45.000,-0.300000,3.000,-0.022500,-0.208341,-4023.845215,-45.000,0.938
0.035000,45.000,-0.277794,3.000,-0.022500,-0.255294,0.000000,-45.000,0.868
0.040000,45.000,-0.300000,3.000,-0.022500,-0.292437,0.000000,-45.000,0.938
0.045000,45.000,-0.300000,3.000,-0.022500,-0.330858,0.000000,-45.000,0.938
0.050000,45.000,-0.300000,3.000,-0.022500,-0.428931,0.000000,-45.000,0.938
0.055000,45.000,-0.300000,3.000,-0.022500,-0.463374,0.000000,-45.000,0.938
0.060000,45.000,-0.300000,3.000,-0.022500,-0.494361,0.000000,-45.000,0.938
0.065000,45.000,-0.300000,3.000,-0.022500,-0.525528,0.000000,-45.000,0.938
0.070000,45.000,-0.300000,3.000,-0.022500,-0.578088,0.000000,-45.000,0.938
0.075000,45.000,-0.300000,3.000,-0.022500,-0.616500,0.000000,-45.000,0.938
0.080000,45.000,-0.300000,3.000,-0.022500,-0.640062,0.000000,-45.000,0.938
0.085000,44.500,0.300000,3.000,-0.022250,-0.661600,61.991982,-45.000,0.938
0.090000,43.000,0.300000,3.000,-0.021500,-0.692448,187.451080,-45.000,0.938
0.095000,40.500,0.300000,3.000,-0.020250,-0.711078,513.546997,-45.000,0.938
0.100000,37.000,-0.300000,3.000,-0.018500,-0.804796,-102.061630,0.000,0.938
0.105000,32.500,0.300000,3.000,-0.016250,-0.829417,254.332397,0.000,0.938
0.110000,27.000,0.300000,3.000,-0.013500,-0.841767,975.810913,0.000,0.938
0.115000,20.500,0.300000,3.000,-0.010250,-0.849106,2065.208008,0.000,0.938
0.120000,12.999,0.300000,3.000,-0.006500,-0.854378,3174.686035,-37.000,0.938
0.125000,4.499,0.300000,3.000,-0.002250,-0.857315,4058.243408,-32.500,0.938
0.130000,-3.001,0.300000,3.000,0.001500,-0.856062,4779.445801,-27.000,0.938
0.135000,-9.001,0.300000,3.000,0.004500,-0.846038,4381.243164,-20.500,0.938
0.140000,-13.001,0.300000,3.000,0.006500,-0.840823,3890.051270,-12.999,0.938
0.145000,-15.001,0.300000,3.000,0.007500,-0.835563,3122.843994,-4.499,0.938
0.150000,-15.001,0.300000,3.000,0.007500,-0.825846,2341.348145,3.001,0.938
0.155000,-13.001,0.300000,3.000,0.006500,-0.820508,971.496460,9.001,0.938
0.160000,-9.001,0.300000,3.000,0.004500,-0.815327,231.264404,13.001,0.938
0.165000,-3.001,-0.300000,3.000,0.001500,-0.813692,-1027.491455,15.001,0.938
