                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                 1.0017,                 1.7336,                 1.0979,                 1.2337,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000755,               0.000755,               0.000755
                    123,                 1.1009,                 1.7245,                 1.0668,                 1.3212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00075088,             0.00075088,             0.00075088
                    124,                 1.1203,                 1.9549,                 1.1069,                 1.2983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00074675,             0.00074675,             0.00074675
                    125,                 1.0688,                 1.8468,                 1.0865,                 1.2687,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00074263,             0.00074263,             0.00074263
                    126,                 1.0881,                 1.6587,                 1.1356,                 1.2786,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0007385,              0.0007385,              0.0007385
                    127,                  1.088,                 1.8753,                 1.1268,                  1.289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00073437,             0.00073437,             0.00073437
                    128,                 1.1628,                 1.9427,                 1.2988,                 1.3521,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00073025,             0.00073025,             0.00073025
                    129,                 1.0594,                 1.8511,                 1.1458,                  1.255,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00072612,             0.00072612,             0.00072612
                    130,                  1.006,                 1.5878,                  1.015,                 1.2211,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000722,               0.000722,               0.000722
                    131,                 1.0296,                 1.7475,                 1.0028,                 1.2339,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00071788,             0.00071788,             0.00071788
                    132,                0.96108,                 1.7446,                  1.046,                 1.1881,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00071375,             0.00071375,             0.00071375
                    133,                0.96311,                 1.5574,                0.97353,                 1.1725,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00070962,             0.00070962,             0.00070962
                    134,                0.95201,                 1.6518,                0.97567,                 1.1801,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0007055,              0.0007055,              0.0007055
                    135,                0.94013,                 1.6212,                0.90999,                 1.1703,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00070137,             0.00070137,             0.00070137
                    136,                 1.0093,                 1.6197,                 1.0171,                 1.2573,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00069725,             0.00069725,             0.00069725
                    137,                0.90613,                 1.4391,                0.98776,                 1.1398,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00069313,             0.00069313,             0.00069313
                    138,                0.89775,                 1.4502,                0.90649,                 1.1417,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000689,               0.000689,               0.000689
                    139,                0.99345,                 1.6166,                0.98895,                 1.2011,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00068488,             0.00068488,             0.00068488
                    140,                0.99256,                 1.5154,                0.97224,                 1.1957,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00068075,             0.00068075,             0.00068075
                    141,                 1.0237,                 1.5832,                 1.0218,                   1.23,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00067663,             0.00067663,             0.00067663
                    142,                0.97299,                  1.477,                0.97647,                 1.2351,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0006725,              0.0006725,              0.0006725
                    143,                 1.0621,                 1.6857,                  1.004,                 1.2414,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00066838,             0.00066838,             0.00066838
                    144,                0.94651,                 1.4898,                0.95995,                 1.1883,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00066425,             0.00066425,             0.00066425
                    145,                 1.0058,                 1.5866,                0.98663,                 1.2144,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00066013,             0.00066013,             0.00066013
                    146,                 1.0241,                 1.6097,                0.99533,                 1.2636,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000656,               0.000656,               0.000656
                    147,                0.93364,                 1.5434,                0.92181,                 1.1842,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00065188,             0.00065188,             0.00065188
                    148,                0.97712,                  1.485,                  1.028,                 1.1818,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00064775,             0.00064775,             0.00064775
                    149,                0.97423,                 1.5522,                 1.0041,                  1.201,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00064362,             0.00064362,             0.00064362
                    150,                0.93322,                 1.4292,                0.94665,                 1.2245,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0006395,              0.0006395,              0.0006395
                    151,                0.91994,                 1.5398,                0.96783,                 1.1461,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00063538,             0.00063538,             0.00063538
                    152,                0.94219,                 1.4683,                0.96542,                 1.1894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00063125,             0.00063125,             0.00063125
                    153,                 0.9163,                  1.536,                0.95416,                 1.1747,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00062713,             0.00062713,             0.00062713
                    154,                 1.0033,                 1.5265,                0.96206,                 1.2265,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000623,               0.000623,               0.000623
                    155,                0.95871,                 1.6695,                 1.0194,                 1.1745,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00061887,             0.00061887,             0.00061887
                    156,                0.89588,                 1.5471,                0.92304,                 1.1708,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00061475,             0.00061475,             0.00061475
                    157,                0.93377,                 1.5442,                0.98287,                 1.1899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00061062,             0.00061062,             0.00061062
                    158,                0.96488,                 1.6288,                0.97397,                 1.2385,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0006065,              0.0006065,              0.0006065
                    159,                0.93569,                 1.4758,                0.94926,                 1.2047,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00060238,             0.00060238,             0.00060238
                    160,                0.93898,                 1.5523,                0.93795,                 1.1827,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00059825,             0.00059825,             0.00059825
                    161,                0.92863,                  1.536,                0.95853,                 1.1867,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00059413,             0.00059413,             0.00059413
                    162,                0.88484,                 1.5436,                0.88013,                 1.1393,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00059,                0.00059,                0.00059
                    163,                0.84573,                 1.4513,                0.87053,                 1.1367,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00058588,             0.00058588,             0.00058588
                    164,                0.92889,                 1.4829,                 1.0366,                 1.1783,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00058175,             0.00058175,             0.00058175
                    165,                0.84691,                 1.3954,                0.84573,                  1.134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00057763,             0.00057763,             0.00057763
                    166,                0.84871,                 1.4258,                0.87949,                 1.1607,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0005735,              0.0005735,              0.0005735
                    167,                0.86524,                 1.3209,                0.90176,                 1.1522,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00056938,             0.00056938,             0.00056938
                    168,                0.85985,                 1.4856,                0.86975,                 1.1282,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00056525,             0.00056525,             0.00056525
                    169,                0.88376,                 1.5651,                0.94501,                 1.1678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00056112,             0.00056112,             0.00056112
                    170,                0.90948,                 1.4966,                0.88283,                 1.1864,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000557,               0.000557,               0.000557
                    171,                0.82885,                 1.3412,                0.84104,                 1.1293,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00055287,             0.00055287,             0.00055287
                    172,                0.93179,                 1.6212,                 0.9928,                 1.2022,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00054875,             0.00054875,             0.00054875
                    173,                0.86743,                 1.4169,                0.88128,                 1.1429,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00054463,             0.00054463,             0.00054463
                    174,                0.97889,                 1.6079,                 0.9463,                 1.2175,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0005405,              0.0005405,              0.0005405
                    175,                0.96885,                 1.5306,                0.91947,                 1.1846,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00053638,             0.00053638,             0.00053638
                    176,                0.93691,                  1.596,                0.84001,                 1.1921,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00053225,             0.00053225,             0.00053225
                    177,                0.87649,                 1.4572,                0.90829,                 1.1681,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00052812,             0.00052812,             0.00052812
                    178,                0.93271,                 1.5421,                0.96094,                 1.2136,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000524,               0.000524,               0.000524
                    179,                0.81701,                 1.3151,                0.82107,                  1.106,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00051988,             0.00051988,             0.00051988
                    180,                0.92907,                 1.5502,                0.93283,                 1.1767,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00051575,             0.00051575,             0.00051575
                    181,                0.78872,                  1.288,                0.81096,                 1.0978,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00051163,             0.00051163,             0.00051163
                    182,                0.88399,                 1.4673,                0.96376,                 1.1483,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0005075,              0.0005075,              0.0005075
                    183,                0.81019,                 1.2823,                0.81944,                 1.1191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00050337,             0.00050337,             0.00050337
                    184,                0.86365,                 1.3285,                0.91856,                 1.1396,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00049925,             0.00049925,             0.00049925
                    185,                0.91318,                 1.4453,                0.91539,                  1.194,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00049513,             0.00049513,             0.00049513
                    186,                 0.8448,                 1.2705,                0.85897,                 1.1449,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000491,               0.000491,               0.000491
                    187,                0.91104,                 1.4983,                0.92827,                 1.2207,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00048687,             0.00048687,             0.00048687
                    188,                0.80991,                 1.3662,                0.82735,                 1.0968,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00048275,             0.00048275,             0.00048275
                    189,                0.85538,                 1.5297,                0.85876,                 1.1517,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00047863,             0.00047863,             0.00047863
                    190,                0.80596,                 1.4087,                0.80856,                 1.0865,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0004745,              0.0004745,              0.0004745
                    191,                0.85617,                 1.4569,                0.90454,                  1.115,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00047038,             0.00047038,             0.00047038
                    192,                0.90043,                  1.461,                0.91743,                 1.1358,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00046625,             0.00046625,             0.00046625
                    193,                 0.8789,                 1.4229,                0.84802,                  1.133,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00046212,             0.00046212,             0.00046212
                    194,                0.80709,                 1.4433,                0.78753,                 1.1147,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000458,               0.000458,               0.000458
                    195,                0.80416,                 1.3019,                0.81204,                 1.1409,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00045388,             0.00045388,             0.00045388
                    196,                0.86738,                 1.4414,                0.83427,                 1.1448,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00044975,             0.00044975,             0.00044975
                    197,                0.90059,                  1.443,                0.93744,                 1.1583,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00044563,             0.00044563,             0.00044563
                    198,                0.78262,                 1.4044,                0.77571,                 1.0906,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0004415,              0.0004415,              0.0004415
                    199,                0.76869,                 1.2591,                0.78876,                 1.0486,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00043738,             0.00043738,             0.00043738
                    200,                0.81544,                 1.4219,                 0.8346,                 1.1087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00043325,             0.00043325,             0.00043325
                    201,                0.75389,                  1.175,                0.76602,                 1.0794,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00042912,             0.00042912,             0.00042912
                    202,                0.75998,                  1.247,                 0.7323,                 1.0644,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000425,               0.000425,               0.000425
                    203,                0.75129,                 1.2156,                0.75807,                 1.0808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00042087,             0.00042087,             0.00042087
                    204,                0.75087,                 1.2976,                0.82995,                 1.0631,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00041675,             0.00041675,             0.00041675
                    205,                0.79336,                 1.2844,                 1.6573,                 1.0921,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00041263,             0.00041263,             0.00041263
                    206,                0.88696,                 1.4424,                0.88928,                  1.151,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0004085,              0.0004085,              0.0004085
                    207,                0.86004,                 1.3745,                0.91294,                 1.1364,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00040438,             0.00040438,             0.00040438
                    208,                 0.8571,                 1.3307,                0.89171,                 1.1381,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00040025,             0.00040025,             0.00040025
                    209,                0.88512,                 1.4059,                0.92985,                 1.1565,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00039613,             0.00039613,             0.00039613
                    210,                0.77754,                 1.3108,                0.85141,                 1.0755,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000392,               0.000392,               0.000392
                    211,                0.79488,                 1.3883,                0.86507,                 1.0893,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00038788,             0.00038788,             0.00038788
                    212,                0.84373,                 1.3185,                 0.8052,                 1.1142,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00038375,             0.00038375,             0.00038375
                    213,                0.75793,                 1.2501,                 0.7457,                 1.0632,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00037962,             0.00037962,             0.00037962
                    214,                0.76513,                 1.3326,                0.77129,                 1.1056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0003755,              0.0003755,              0.0003755
                    215,                0.75236,                 1.3047,                0.76125,                 1.0895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00037138,             0.00037138,             0.00037138
                    216,                0.79004,                 1.2614,                0.80259,                 1.1087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00036725,             0.00036725,             0.00036725
                    217,                0.73965,                 1.2363,                0.76341,                 1.0476,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00036313,             0.00036313,             0.00036313
                    218,                0.78135,                 1.4054,                0.84774,                 1.0904,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000359,               0.000359,               0.000359
                    219,                0.79009,                 1.2964,                0.84053,                 1.0781,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00035487,             0.00035487,             0.00035487
                    220,                0.76754,                 1.2002,                 0.8515,                 1.1052,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00035075,             0.00035075,             0.00035075
                    221,                0.73951,                  1.377,                0.76635,                 1.0391,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00034663,             0.00034663,             0.00034663
                    222,                0.75943,                 1.2761,                0.76968,                 1.0734,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0003425,              0.0003425,              0.0003425
                    223,                0.83204,                 1.3489,                0.82957,                  1.118,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00033838,             0.00033838,             0.00033838
                    224,                0.79046,                 1.3756,                0.79892,                 1.0895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00033425,             0.00033425,             0.00033425
                    225,                0.82943,                 1.3898,                0.84102,                   1.13,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00033013,             0.00033013,             0.00033013
                    226,                0.77445,                 1.2672,                0.79705,                 1.0869,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000326,               0.000326,               0.000326
                    227,                0.80602,                 1.3391,                0.86979,                 1.1087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00032188,             0.00032188,             0.00032188
                    228,                 0.7986,                 1.3902,                0.77664,                 1.0892,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00031775,             0.00031775,             0.00031775
                    229,                0.72506,                 1.1772,                 0.7733,                  1.088,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00031362,             0.00031362,             0.00031362
                    230,                 0.7352,                 1.3178,                0.78804,                 1.0746,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0003095,              0.0003095,              0.0003095
                    231,                0.78773,                 1.3441,                0.78689,                 1.0887,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00030538,             0.00030538,             0.00030538
                    232,                0.75521,                 1.2471,                0.75969,                 1.0692,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00030125,             0.00030125,             0.00030125
                    233,                0.76046,                 1.1751,                0.72067,                 1.1087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00029713,             0.00029713,             0.00029713
                    234,                0.73056,                 1.2062,                0.77895,                 1.0583,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000293,               0.000293,               0.000293
                    235,                0.74805,                 1.2088,                0.73383,                 1.0629,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00028888,             0.00028888,             0.00028888
                    236,                0.74481,                 1.2507,                0.70693,                  1.071,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00028475,             0.00028475,             0.00028475
                    237,                0.70968,                  1.213,                0.73421,                 1.0376,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00028063,             0.00028063,             0.00028063
                    238,                0.75958,                 1.1508,                 0.7612,                 1.0976,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0002765,              0.0002765,              0.0002765
                    239,                0.72557,                 1.2365,                0.71374,                  1.047,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00027237,             0.00027237,             0.00027237
                    240,                0.74235,                 1.2601,                0.70912,                 1.0778,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00026825,             0.00026825,             0.00026825
                    241,                0.78624,                 1.2081,                0.77079,                 1.1186,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00026413,             0.00026413,             0.00026413
                    242,                0.69396,                  1.349,                0.72522,                 1.0648,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                0.00026,                0.00026,                0.00026
                    243,                0.72872,                 1.2249,                0.76489,                 1.0623,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00025587,             0.00025587,             0.00025587
                    244,                0.67651,                 1.1862,                0.66129,                 1.0181,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00025175,             0.00025175,             0.00025175
                    245,                0.72619,                 1.1884,                0.78864,                 1.0639,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00024762,             0.00024762,             0.00024762
                    246,                0.73993,                 1.2335,                0.75044,                 1.0678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0002435,              0.0002435,              0.0002435
                    247,                 0.7974,                 1.2612,                0.78454,                 1.1103,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00023938,             0.00023938,             0.00023938
                    248,                0.74572,                 1.2397,                0.71404,                 1.0616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00023525,             0.00023525,             0.00023525
                    249,                0.85432,                 1.3085,                0.83293,                 1.1677,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00023112,             0.00023112,             0.00023112
                    250,                0.71315,                 1.1318,                0.74291,                 1.0484,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.000227,               0.000227,               0.000227
                    251,                0.72816,                 1.1906,                0.68884,                 1.0551,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00022288,             0.00022288,             0.00022288
                    252,                 0.7543,                 1.4074,                0.74513,                 1.0625,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00021875,             0.00021875,             0.00021875
                    253,                0.70379,                 1.1319,                0.69625,                 1.0646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00021462,             0.00021462,             0.00021462
                    254,                0.74192,                 1.1872,                0.72776,                 1.0736,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0002105,              0.0002105,              0.0002105
                    255,                0.75048,                 1.3091,                0.75636,                 1.0768,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,             0.00020637,             0.00020637,             0.00020637
